State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,Latitude,Longitude
madhya pradesh,shivpuri,shivpuri,Soyabean,Soyabeen,FAQ,28-02-2025,2605,3705,3705,24.97527778,77.56944444
madhya pradesh,shivpuri,shivpuri,Groundnut,Big (With Shell),FAQ,28-02-2025,3855,4025,4025,24.97527778,77.56944444
maharashtra,ahmednagar,shrirampur,Cucumbar(Kheera),Other,Local,28-02-2025,1000,1500,1250,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Brinjal,Other,Local,28-02-2025,1000,1500,1250,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Coriander(Leaves),Other,Local,28-02-2025,2,4,3,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Ridgeguard(Tori),Other,Local,28-02-2025,2500,3500,3000,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Chilly Capsicum,Other,Local,28-02-2025,1500,2500,2000,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Methi(Leaves),Other,Local,28-02-2025,3,5,4,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Karbuja(Musk Melon),Other,Local,28-02-2025,1500,2500,2000,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Onion Green,Other,Local,28-02-2025,6,8,7,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Raddish,Other,Local,28-02-2025,3,5,4,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Tomato,Other,Local,28-02-2025,500,700,600,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Lime,Other,Local,28-02-2025,6000,8000,7000,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Green Chilli,Other,Local,28-02-2025,2500,3500,3000,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Ginger(Green),Other,Local,28-02-2025,1200,1700,1450,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Water Melon,Other,Local,28-02-2025,800,1200,1000,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Chikoos(Sapota),Other,Local,28-02-2025,1000,2500,1700,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Cauliflower,Other,Local,28-02-2025,300,500,400,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Bhindi(Ladies Finger),Other,Local,28-02-2025,3000,4000,3500,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Cabbage,Other,Local,28-02-2025,300,500,400,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Drumstick,Other,Local,28-02-2025,1500,2000,1750,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Tamarind Fruit,Other,Local,28-02-2025,2000,4500,3300,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Peas Wet,Other,Local,28-02-2025,2500,3500,3000,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Bitter gourd,Other,Local,28-02-2025,2000,3500,3000,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Spinach,Other,Local,28-02-2025,4,6,5,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Potato,Other,Local,28-02-2025,1000,1500,1250,19.53666667,73.76944444
maharashtra,ahmednagar,shrirampur,Garlic,Other,Local,28-02-2025,5000,6000,5500,19.53666667,73.76944444
madhya pradesh,sehore,shyampur,Soyabean,Yellow,FAQ,28-02-2025,3545,3711,3711,26.08111111,77.03416667
madhya pradesh,sehore,shyampur,Soyabean,Soyabeen,FAQ,28-02-2025,3635,4330,4305,26.08111111,77.03416667
madhya pradesh,sehore,shyampur,Wheat,Wheat,FAQ,28-02-2025,2500,3100,3100,26.08111111,77.03416667
madhya pradesh,sehore,shyampur,Wheat,Mill Quality,FAQ,28-02-2025,2405,2850,2850,26.08111111,77.03416667
karnataka,karwar(uttar kannad),siddapur,Arecanut(Betelnut/Supari),Rashi,FAQ,28-02-2025,42099,49499,48699,14.8,74.125
karnataka,karwar(uttar kannad),siddapur,Black pepper,Malabar,FAQ,28-02-2025,59199,63909,62899,14.8,74.125
karnataka,karwar(uttar kannad),siddapur,Arecanut(Betelnut/Supari),Kempugotu,FAQ,28-02-2025,18399,21119,20619,14.8,74.125
karnataka,karwar(uttar kannad),siddapur,Arecanut(Betelnut/Supari),Tattibettee,FAQ,28-02-2025,27999,48799,30899,14.8,74.125
karnataka,karwar(uttar kannad),siddapur,Arecanut(Betelnut/Supari),Ripe,FAQ,28-02-2025,25099,34899,32699,14.8,74.125
karnataka,karwar(uttar kannad),siddapur,Arecanut(Betelnut/Supari),Chali,FAQ,28-02-2025,32819,36609,34899,14.8,74.125
karnataka,karwar(uttar kannad),siddapur,Arecanut(Betelnut/Supari),Cqca,FAQ,28-02-2025,13989,18699,15899,14.8,74.125
karnataka,karwar(uttar kannad),siddapur,Arecanut(Betelnut/Supari),Bilegotu,FAQ,28-02-2025,20119,25119,23219,14.8,74.125
gujarat,patan,siddhpur,Mustard,Mustard,FAQ,28-02-2025,5000,5825,5412,23.6625,72.27916667
gujarat,patan,siddhpur,Guar Seed(Cluster Beans Seed),Split,FAQ,28-02-2025,4410,4780,4595,23.6625,72.27916667
gujarat,patan,siddhpur,Castor Seed,Castor seed,FAQ,28-02-2025,6105,6430,6267,23.6625,72.27916667
gujarat,patan,siddhpur,Jowar(Sorghum),Jowar ( White),FAQ,28-02-2025,3675,5535,4605,23.6625,72.27916667
gujarat,patan,siddhpur,Cotton,H.Y.4 (Unginned),FAQ,28-02-2025,6000,7490,6745,23.6625,72.27916667
gujarat,patan,siddhpur,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,28-02-2025,2365,3055,2710,23.6625,72.27916667
gujarat,patan,siddhpur,Wheat,Hybrid,FAQ,28-02-2025,2800,3250,3025,23.6625,72.27916667
madhya pradesh,sidhi,sidhi,Wheat,Mill Quality,Non-FAQ,28-02-2025,2500,2600,2510,24.40277778,81.8875
maharashtra,chattrapati sambhajinagar,sillod,Maize,Yellow,Non-FAQ,28-02-2025,2100,2200,2200,19.88,75.32
maharashtra,chattrapati sambhajinagar,sillod,Soyabean,Other,Local,28-02-2025,3900,3900,3900,19.88,75.32
maharashtra,chattrapati sambhajinagar,sillod,Wheat,Other,FAQ,28-02-2025,2650,2750,2700,19.88,75.32
maharashtra,chattrapati sambhajinagar,sillod,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6850,6850,6850,19.88,75.32
madhya pradesh,raisen,silvani,Paddy(Dhan)(Common),Paddy,FAQ,28-02-2025,2600,2600,2600,23.03055556,78.08333333
madhya pradesh,raisen,silvani,Paddy(Dhan)(Common),Basumathi,FAQ,28-02-2025,2500,2600,2600,23.03055556,78.08333333
madhya pradesh,panna,simariya,Wheat,Wheat,FAQ,28-02-2025,2411,2480,2460,23.47277778,80.3575
madhya pradesh,panna,simariya,Green Peas,Pea,FAQ,28-02-2025,3330,3560,3560,23.47277778,80.3575
maharashtra,chandrapur,sindevahi,Paddy(Dhan)(Common),Other,FAQ,28-02-2025,2500,2550,2500,20.18333333,79.33333333
maharashtra,wardha,sindi,Soyabean,Yellow,Non-FAQ,28-02-2025,3200,4000,3765,20.85305556,78.32583333
maharashtra,wardha,sindi,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6650,7200,6850,20.85305556,78.32583333
maharashtra,wardha,sindi,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,5000,5300,5250,20.85305556,78.32583333
maharashtra,wardha,sindi(selu),Soyabean,Yellow,Non-FAQ,28-02-2025,3650,4000,3850,20.85305556,78.32583333
maharashtra,wardha,sindi(selu),Wheat,Other,FAQ,28-02-2025,2400,2750,2700,20.85305556,78.32583333
maharashtra,wardha,sindi(selu),Cotton,Other,FAQ,28-02-2025,7125,7390,7300,20.85305556,78.32583333
maharashtra,wardha,sindi(selu),Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,5000,5360,5250,20.85305556,78.32583333
maharashtra,wardha,sindi(selu),Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6900,7400,7250,20.85305556,78.32583333
maharashtra,buldhana,sindkhed raja,Soyabean,Yellow,Non-FAQ,28-02-2025,3800,4000,3900,19.95,76.05
maharashtra,buldhana,sindkhed raja,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,4800,5200,4900,19.95,76.05
maharashtra,buldhana,sindkhed raja,Wheat,Other,Non-FAQ,28-02-2025,1800,2100,2000,19.95,76.05
maharashtra,nashik,sinner,Onion,Red,Local,28-02-2025,500,2360,2200,20.53333333,74.38333333
madhya pradesh,harda,sirali(f&v),Tomato,Tomato,FAQ,28-02-2025,500,500,500,22.48388889,76.98611111
madhya pradesh,harda,sirali(f&v),Bottle gourd,Bottle Gourd,FAQ,28-02-2025,500,500,500,22.48388889,76.98611111
madhya pradesh,harda,sirali(f&v),Cauliflower,Cauliflower,FAQ,28-02-2025,1500,1500,1500,22.48388889,76.98611111
madhya pradesh,harda,sirali(f&v),Brinjal,Brinjal,FAQ,28-02-2025,1000,1000,1000,22.48388889,76.98611111
madhya pradesh,harda,sirali(f&v),Green Chilli,Green Chilly,FAQ,28-02-2025,3000,3000,3000,22.48388889,76.98611111
madhya pradesh,vidisha,sironj,Soyabean,Soyabeen,FAQ,28-02-2025,3060,4112,4068,23.90083333,78.055
madhya pradesh,vidisha,sironj,Wheat,Sharbati,FAQ,28-02-2025,3325,3905,3815,23.90083333,78.055
madhya pradesh,vidisha,sironj,Green Peas,Pea,FAQ,28-02-2025,3050,3305,3305,23.90083333,78.055
madhya pradesh,vidisha,sironj,Soyabean,Soybean-Organic,FAQ,28-02-2025,2570,4100,3870,23.90083333,78.055
madhya pradesh,vidisha,sironj,Wheat,Wheat,FAQ,28-02-2025,2470,2965,2745,23.90083333,78.055
madhya pradesh,vidisha,sironj,Bengal Gram(Gram)(Whole),Gram,FAQ,28-02-2025,5025,5640,5373,23.90083333,78.055
madhya pradesh,vidisha,sironj,buttery,Buttery,FAQ,28-02-2025,4560,6230,6070,23.90083333,78.055
karnataka,karwar(uttar kannad),sirsi,Arecanut(Betelnut/Supari),Chali,FAQ,28-02-2025,32018,36559,34911,14.8,74.125
karnataka,karwar(uttar kannad),sirsi,Arecanut(Betelnut/Supari),Bette,FAQ,28-02-2025,26899,38061,31293,14.8,74.125
karnataka,karwar(uttar kannad),sirsi,Arecanut(Betelnut/Supari),Bilegotu,FAQ,28-02-2025,16899,28599,22226,14.8,74.125
karnataka,karwar(uttar kannad),sirsi,Arecanut(Betelnut/Supari),Kempugotu,FAQ,28-02-2025,12999,23731,19056,14.8,74.125
karnataka,karwar(uttar kannad),sirsi,Black pepper,Malabar,FAQ,28-02-2025,57689,67899,63906,14.8,74.125
karnataka,karwar(uttar kannad),sirsi,Arecanut(Betelnut/Supari),Rashi,FAQ,28-02-2025,40008,46991,43000,14.8,74.125
madhya pradesh,mandsaur,sitmau,Linseed,Flaxseed,FAQ,28-02-2025,4002,5931,5931,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Bengal Gram(Gram)(Whole),Gram,FAQ,28-02-2025,4100,5175,5175,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Coriander(Leaves),Coriander,FAQ,28-02-2025,4701,5700,5270,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Lentil (Masur)(Whole),Masur Dal,FAQ,28-02-2025,5301,5591,5551,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Asalia,Asalia,FAQ,28-02-2025,7231,7231,7231,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Methi(Leaves),Methi,FAQ,28-02-2025,4730,4900,4900,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Garlic,Garlic,FAQ,28-02-2025,3100,6000,6000,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Methi Seeds,Methiseeds,FAQ,28-02-2025,4901,4901,4901,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Soyabean,Soyabeen,FAQ,28-02-2025,2800,4180,3900,24.50888889,75.74444444
madhya pradesh,mandsaur,sitmau,Wheat,Mill Quality,FAQ,28-02-2025,1300,2950,2820,24.50888889,75.74444444
maharashtra,sholapur,solapur,Onion,Red,Local,28-02-2025,300,3250,1800,17.6833,75.9
maharashtra,sholapur,solapur,Lime,Other,Local,28-02-2025,1000,6800,4000,17.6833,75.9
maharashtra,sholapur,solapur,Grapes,Other,Local,28-02-2025,80,200,130,17.6833,75.9
maharashtra,sholapur,solapur,Beans,Other,Local,28-02-2025,1500,2500,2000,17.6833,75.9
maharashtra,sholapur,solapur,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,5050,5415,5300,17.6833,75.9
maharashtra,sholapur,solapur,Cucumbar(Kheera),Other,Local,28-02-2025,500,2000,1000,17.6833,75.9
maharashtra,sholapur,solapur,Chilly Capsicum,Other,Local,28-02-2025,1000,1800,1500,17.6833,75.9
maharashtra,sholapur,solapur,Carrot,Other,Local,28-02-2025,500,1600,1000,17.6833,75.9
maharashtra,sholapur,solapur,Tomato,Other,Local,28-02-2025,150,1000,500,17.6833,75.9
maharashtra,sholapur,solapur,Pomegranate,Other,Local,28-02-2025,1000,17000,5000,17.6833,75.9
maharashtra,sholapur,solapur,Apple,Other,Local,28-02-2025,5000,11000,8000,17.6833,75.9
maharashtra,sholapur,solapur,Soyabean,Other,Local,28-02-2025,3985,4080,4020,17.6833,75.9
maharashtra,sholapur,solapur,Green Chilli,Other,Local,28-02-2025,2500,4000,3000,17.6833,75.9
maharashtra,sholapur,solapur,Spinach,Other,Local,28-02-2025,200,400,300,17.6833,75.9
maharashtra,sholapur,solapur,Chikoos(Sapota),Other,Local,28-02-2025,1000,3000,1400,17.6833,75.9
maharashtra,sholapur,solapur,Cabbage,Other,Local,28-02-2025,200,400,300,17.6833,75.9
maharashtra,sholapur,solapur,Potato,Local,Local,28-02-2025,1300,1700,1500,17.6833,75.9
maharashtra,sholapur,solapur,Brinjal,Other,Local,28-02-2025,500,2000,1000,17.6833,75.9
maharashtra,sholapur,solapur,Karbuja(Musk Melon),Other,Local,28-02-2025,500,2000,1000,17.6833,75.9
maharashtra,sholapur,solapur,Bhindi(Ladies Finger),Other,Local,28-02-2025,2000,4000,3000,17.6833,75.9
maharashtra,sholapur,solapur,Cauliflower,Other,Local,28-02-2025,240,640,400,17.6833,75.9
maharashtra,sholapur,solapur,Guar,Other,Local,28-02-2025,3000,6000,4000,17.6833,75.9
maharashtra,sholapur,solapur,Rice,Other,Local,28-02-2025,3525,6855,3840,17.6833,75.9
maharashtra,sholapur,solapur,Wheat,Sharbati,FAQ,28-02-2025,2620,3925,3430,17.6833,75.9
maharashtra,sholapur,solapur,Onion Green,Other,Local,28-02-2025,400,600,500,17.6833,75.9
maharashtra,sholapur,solapur,Guava,Other,Local,28-02-2025,500,1500,1000,17.6833,75.9
maharashtra,sholapur,solapur,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6700,7500,7150,17.6833,75.9
maharashtra,sholapur,solapur,Bitter gourd,Other,Local,28-02-2025,1200,3000,2000,17.6833,75.9
maharashtra,sholapur,solapur,Gur(Jaggery),Yellow,Local,28-02-2025,3550,3830,3701,17.6833,75.9
maharashtra,sholapur,solapur,Jowar(Sorghum),Other,Non-FAQ,28-02-2025,2150,2665,2330,17.6833,75.9
maharashtra,sholapur,solapur,Methi(Leaves),Other,Local,28-02-2025,400,600,500,17.6833,75.9
maharashtra,sholapur,solapur,Water Melon,Other,Local,28-02-2025,300,1000,500,17.6833,75.9
maharashtra,sholapur,solapur,Mango,Other,Local,28-02-2025,1000,1000,1000,17.6833,75.9
maharashtra,sholapur,solapur,Papaya,Other,Local,28-02-2025,500,2000,1000,17.6833,75.9
maharashtra,sholapur,solapur,Ridgeguard(Tori),Other,Local,28-02-2025,1000,1800,1500,17.6833,75.9
maharashtra,sholapur,solapur,Coriander(Leaves),Other,Local,28-02-2025,200,800,500,17.6833,75.9
maharashtra,parbhani,sonpeth,Jowar(Sorghum),Other,Non-FAQ,28-02-2025,1900,1900,1900,18.87833333,76.84944444
maharashtra,parbhani,sonpeth,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6900,7151,7050,18.87833333,76.84944444
maharashtra,parbhani,sonpeth,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,5151,5162,5156,18.87833333,76.84944444
maharashtra,parbhani,sonpeth,Soyabean,Yellow,Non-FAQ,28-02-2025,3800,3950,3880,18.87833333,76.84944444
karnataka,mangalore(dakshin kannad),sulya,Black pepper,Malabar,FAQ,28-02-2025,31000,63000,55000,12.55333333,75.38388889
karnataka,mangalore(dakshin kannad),sulya,Arecanut(Betelnut/Supari),New Variety,FAQ,28-02-2025,28000,37000,33000,12.55333333,75.38388889
karnataka,mangalore(dakshin kannad),sulya,Arecanut(Betelnut/Supari),Cqca,FAQ,28-02-2025,20500,27500,25500,12.55333333,75.38388889
chattisgarh,surajpur,surajpur,Paddy(Dhan)(Common),I.R. 36,FAQ,28-02-2025,2310,2310,2310,23.1167,81.4833
chattisgarh,surajpur,surajpur,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),Non-FAQ,28-02-2025,5500,5500,5500,23.1167,81.4833
gujarat,surat,surat,Pegeon Pea (Arhar Fali),Other,FAQ,28-02-2025,4000,6000,5000,21.17027778,73.06861111
gujarat,surat,surat,Sweet Potato,Other,FAQ,28-02-2025,1500,2800,2150,21.17027778,73.06861111
gujarat,surat,surat,Tomato,Other,FAQ,28-02-2025,500,1000,800,21.17027778,73.06861111
gujarat,surat,surat,Pointed gourd (Parval),Other,FAQ,28-02-2025,3500,6000,4750,21.17027778,73.06861111
gujarat,surat,surat,Papaya (Raw),Other,FAQ,28-02-2025,900,1700,1300,21.17027778,73.06861111
gujarat,surat,surat,Little gourd (Kundru),Other,FAQ,28-02-2025,3000,9000,6000,21.17027778,73.06861111
gujarat,surat,surat,Lemon,Other,FAQ,28-02-2025,2000,6000,4000,21.17027778,73.06861111
gujarat,surat,surat,Yam (Ratalu),Other,FAQ,28-02-2025,3500,5500,4500,21.17027778,73.06861111
gujarat,surat,surat,Capsicum,Other,FAQ,28-02-2025,400,900,650,21.17027778,73.06861111
gujarat,surat,surat,Cabbage,Other,FAQ,28-02-2025,400,900,650,21.17027778,73.06861111
gujarat,surat,surat,Carrot,Other,FAQ,28-02-2025,800,1500,1150,21.17027778,73.06861111
gujarat,surat,surat,Turmeric (raw),Other,FAQ,28-02-2025,3000,10000,6500,21.17027778,73.06861111
gujarat,surat,surat,Elephant Yam (Suran),Other,FAQ,28-02-2025,5500,6000,5750,21.17027778,73.06861111
gujarat,surat,surat,Brinjal,Other,FAQ,28-02-2025,500,2000,1250,21.17027778,73.06861111
gujarat,surat,surat,Rat Tail Radish (Mogari),Other,FAQ,28-02-2025,1500,3500,2750,21.17027778,73.06861111
gujarat,surat,surat,Potato,Other,FAQ,28-02-2025,650,1800,1225,21.17027778,73.06861111
gujarat,surat,surat,Bhindi(Ladies Finger),Other,FAQ,28-02-2025,2000,4000,3000,21.17027778,73.06861111
gujarat,surat,surat,Green Chilli,Other,FAQ,28-02-2025,1500,4500,3000,21.17027778,73.06861111
gujarat,surat,surat,Beetroot,Other,FAQ,28-02-2025,800,1300,1050,21.17027778,73.06861111
gujarat,surat,surat,Mango (Raw-Ripe),Other,FAQ,28-02-2025,5000,7000,6000,21.17027778,73.06861111
gujarat,surat,surat,Indian Beans (Seam),Other,FAQ,28-02-2025,2000,3500,2750,21.17027778,73.06861111
gujarat,surat,surat,Drumstick,Other,FAQ,28-02-2025,1500,4000,2750,21.17027778,73.06861111
gujarat,surat,surat,Cucumbar(Kheera),Other,FAQ,28-02-2025,700,2500,1600,21.17027778,73.06861111
gujarat,surat,surat,Cowpea(Veg),Other,FAQ,28-02-2025,4000,8000,6000,21.17027778,73.06861111
gujarat,surat,surat,Banana - Green,Other,FAQ,28-02-2025,1000,2100,1550,21.17027778,73.06861111
gujarat,surat,surat,French Beans (Frasbean),Other,FAQ,28-02-2025,2000,3800,2900,21.17027778,73.06861111
gujarat,surat,surat,Bitter gourd,Other,FAQ,28-02-2025,2500,4500,3500,21.17027778,73.06861111
gujarat,surat,surat,Bottle gourd,Other,FAQ,28-02-2025,1000,2500,1750,21.17027778,73.06861111
gujarat,surat,surat,Ginger(Green),Other,FAQ,28-02-2025,2000,3000,2500,21.17027778,73.06861111
gujarat,surat,surat,Onion,Other,FAQ,28-02-2025,1000,2900,1950,21.17027778,73.06861111
gujarat,surat,surat,Pumpkin,Other,FAQ,28-02-2025,500,1800,1150,21.17027778,73.06861111
gujarat,surat,surat,Surat Beans (Papadi),Other,FAQ,28-02-2025,4000,10000,7000,21.17027778,73.06861111
gujarat,surat,surat,Peas cod,Other,FAQ,28-02-2025,1600,2800,2200,21.17027778,73.06861111
gujarat,surat,surat,Cauliflower,Other,FAQ,28-02-2025,1000,2000,1500,21.17027778,73.06861111
telangana,nalgonda,suryapeta,Arhar (Tur/Red Gram)(Whole),Local,FAQ,28-02-2025,5359,5359,5359,17.60472222,79.11833333
madhya pradesh,shajapur,susner,Soyabean,Soyabeen,FAQ,28-02-2025,4005,4005,4005,23.32444444,76.75083333
madhya pradesh,shajapur,susner,Lentil (Masur)(Whole),Masur Dal,FAQ,28-02-2025,5791,5900,5880,23.32444444,76.75083333
madhya pradesh,shajapur,susner,Bengal Gram(Gram)(Whole),Gram,FAQ,28-02-2025,5140,5215,5215,23.32444444,76.75083333
madhya pradesh,mandsaur,suvasra,Mustard,Mustard,Non-FAQ,28-02-2025,5327,5594,5594,24.50888889,75.74444444
chattisgarh,bilaspur,takhatpur,Lak(Teora),Lak (Whole),FAQ,28-02-2025,3550,3550,3550,22.0833,82.1333
chattisgarh,bilaspur,takhatpur,Paddy(Dhan)(Common),Sugandha,FAQ,28-02-2025,2000,2000,2000,22.0833,82.1333
gujarat,gir somnath,talalagir,Guar,Other,FAQ,28-02-2025,1500,2500,2000,20.92,70.58
gujarat,gir somnath,talalagir,Brinjal,Other,FAQ,28-02-2025,1000,2500,2000,20.92,70.58
gujarat,gir somnath,talalagir,Bhindi(Ladies Finger),Other,FAQ,28-02-2025,2000,4500,3000,20.92,70.58
gujarat,gir somnath,talalagir,Tomato,Other,FAQ,28-02-2025,500,1500,1000,20.92,70.58
gujarat,gir somnath,talalagir,Cabbage,Other,FAQ,28-02-2025,1000,2000,1500,20.92,70.58
gujarat,gir somnath,talalagir,Green Chilli,Other,FAQ,28-02-2025,2000,3500,3000,20.92,70.58
gujarat,gir somnath,talalagir,Carrot,Other,FAQ,28-02-2025,2000,4000,3000,20.92,70.58
gujarat,bhavnagar,taleja,Wheat,Kalyan,FAQ,28-02-2025,2250,2865,2560,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Arhar (Tur/Red Gram)(Whole),Other,FAQ,28-02-2025,5175,6975,6075,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Corriander seed,Other,FAQ,28-02-2025,4500,7375,5940,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Green Gram (Moong)(Whole),Local,FAQ,28-02-2025,8000,9525,8765,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Black Gram (Urd Beans)(Whole),Local,FAQ,28-02-2025,5000,5725,5365,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Jowar(Sorghum),Local,FAQ,28-02-2025,2285,2500,2395,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Groundnut,G20,FAQ,28-02-2025,5110,5605,5360,21.75194444,72.03111111
gujarat,bhavnagar,taleja,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,28-02-2025,8225,10500,9365,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Cotton,Shanker 6 (B) 30mm FIne,FAQ,28-02-2025,6675,7230,6955,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Onion,White,FAQ,28-02-2025,950,1200,1075,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Groundnut,Bold,FAQ,28-02-2025,5000,5425,5215,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Bengal Gram(Gram)(Whole),Other,FAQ,28-02-2025,4085,5320,4705,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Bajra(Pearl Millet/Cumbu),Local,FAQ,28-02-2025,2125,3235,2680,21.75194444,72.03111111
gujarat,bhavnagar,taleja,Onion,Red,FAQ,28-02-2025,750,2510,1630,21.75194444,72.03111111
gujarat,sabarkantha,talod,Mustard,Other,FAQ,28-02-2025,5000,5325,5162,23.25277778,73.2125
gujarat,sabarkantha,talod,Castor Seed,Caster,FAQ,28-02-2025,6225,6320,6272,23.25277778,73.2125
gujarat,sabarkantha,talod,Guar Seed(Cluster Beans Seed),Other,FAQ,28-02-2025,4500,4850,4675,23.25277778,73.2125
gujarat,sabarkantha,talod,Wheat,Other,FAQ,28-02-2025,2900,3045,2972,23.25277778,73.2125
gujarat,sabarkantha,talod,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2750,2945,2847,23.25277778,73.2125
gujarat,sabarkantha,talod,Paddy(Dhan)(Common),Other,FAQ,28-02-2025,2250,2550,2400,23.25277778,73.2125
gujarat,sabarkantha,talod,Groundnut,Other,FAQ,28-02-2025,5000,6475,5737,23.25277778,73.2125
gujarat,sabarkantha,talod(harsol),Cotton,RCH-2,FAQ,28-02-2025,7000,7325,7162,23.25277778,73.2125
maharashtra,nandurbar,taloda,Bengal Gram(Gram)(Whole),Other,FAQ,28-02-2025,6000,6200,6100,21.53333333,73.93333333
madhya pradesh,ujjain,tarana,Coriander(Leaves),Coriander,FAQ,28-02-2025,5801,6291,6291,23.34055556,76.04027778
madhya pradesh,ujjain,tarana,Mustard,Sarson(Black),FAQ,28-02-2025,4097,5471,5471,23.34055556,76.04027778
madhya pradesh,ujjain,tarana,Wheat,Wheat,FAQ,28-02-2025,1661,2803,2721,23.34055556,76.04027778
madhya pradesh,ujjain,tarana,Soyabean,Soyabeen,FAQ,28-02-2025,3510,4100,4100,23.34055556,76.04027778
madhya pradesh,ujjain,tarana,Bengal Gram(Gram)(Whole),Gram,FAQ,28-02-2025,4000,4050,4050,23.34055556,76.04027778
maharashtra,sangli,tasgaon,Jowar(Sorghum),Other,Local,28-02-2025,2830,3120,3030,17.30916667,74.87861111
maharashtra,sangli,tasgaon,Bengal Gram(Gram)(Whole),Other,FAQ,28-02-2025,5470,5580,5500,17.30916667,74.87861111
maharashtra,sangli,tasgaon,Wheat,Other,FAQ,28-02-2025,2650,2940,2880,17.30916667,74.87861111
maharashtra,sangli,tasgaon,Maize,Other,FAQ,28-02-2025,2230,2300,2280,17.30916667,74.87861111
madhya pradesh,narsinghpur,tendukheda,Lentil (Masur)(Whole),Local,FAQ,28-02-2025,5300,5300,5300,22.0167,79.1
madhya pradesh,narsinghpur,tendukheda,Gur(Jaggery),Jaggery,FAQ,28-02-2025,2100,3350,3150,22.0167,79.1
madhya pradesh,narsinghpur,tendukheda,buttery,Buttery,FAQ,28-02-2025,4900,4900,4900,22.0167,79.1
chattisgarh,mahasamund,tendukona,Paddy(Dhan)(Common),MTU-1001,Non-FAQ,28-02-2025,2000,2000,2000,21.2167,82.0833
madhya pradesh,jhabua,thandla,Wheat,Lokwan,FAQ,28-02-2025,2500,2500,2500,22.77111111,74.59
madhya pradesh,jhabua,thandla,Cotton,Long fiber,FAQ,28-02-2025,6200,6250,6215,22.77111111,74.59
madhya pradesh,jhabua,thandla,Wheat,Mill Quality,FAQ,28-02-2025,2500,3000,3000,22.77111111,74.59
